Date,Age,Tm,Opp,W/L,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
2021-02-12,22-215,OKC,DEN,L (-2),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
2021-02-14,22-217,OKC,MIL,W (+5),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
2021-02-16,22-219,OKC,POR,L (-11),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
2021-02-17,22-220,OKC,MEM,L (-9),32:38,6,14,.429,2,5,.400,8,8,1.000,1,2,3,6,0,0,1,2,22,-2
2021-02-19,22-222,OKC,MIL,L (-13),36:01,4,13,.308,2,5,.400,6,9,.667,0,4,4,5,1,0,4,3,16,-12
2021-02-21,22-224,OKC,CLE,W (+16),35:50,9,15,.600,3,3,1.000,10,12,.833,0,4,4,9,1,0,3,3,31,+10
2021-02-22,22-225,OKC,MIA,L (-14),35:20,10,15,.667,2,3,.667,5,6,.833,1,1,2,5,1,1,3,3,27,-15
2021-02-24,22-227,OKC,SAS,W (+3),38:01,13,20,.650,6,11,.545,10,11,.909,0,8,8,4,0,1,4,1,42,+15
2021-02-26,22-229,OKC,ATL,W (+9),35:42,9,16,.563,3,5,.600,3,4,.750,1,4,5,4,1,0,2,2,24,+8
2021-02-27,22-230,OKC,DEN,L (-30),26:07,5,11,.455,1,6,.167,2,2,1.000,0,5,5,6,1,2,4,0,13,-33
2021-03-03,22-234,OKC,DAL,L (-9),34:37,5,15,.333,1,4,.250,4,6,.667,0,3,3,3,0,1,2,1,15,-18
2021-03-04,22-235,OKC,SAS,W (+5),36:54,11,19,.579,2,4,.500,9,10,.900,0,3,3,8,0,1,2,2,33,+17
2021-03-11,22-242,OKC,DAL,W (+8),32:37,11,22,.500,1,5,.200,9,9,1.000,1,1,2,6,1,0,2,4,32,+11
2021-03-13,22-244,OKC,NYK,L (-22),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021-03-14,22-245,OKC,MEM,W (+6),34:25,8,17,.471,4,6,.667,10,11,.909,1,3,4,5,0,0,5,3,30,-11
2021-03-16,22-247,OKC,CHI,L (-21),27:37,10,17,.588,0,1,.000,1,1,1.000,0,1,1,1,2,1,8,0,21,-36
2021-03-18,22-249,OKC,ATL,L (-23),30:52,8,18,.444,1,4,.250,2,3,.667,0,3,3,4,0,0,2,2,19,-22
2021-03-21,22-252,OKC,HOU,W (+2),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
2021-03-22,22-253,OKC,MIN,W (+9),34:08,11,23,.478,4,6,.667,5,6,.833,0,3,3,4,1,2,2,1,31,+4
2021-03-24,22-255,OKC,MEM,L (-9),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021-03-27,22-258,OKC,BOS,L (-17),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021-03-29,22-260,OKC,DAL,L (-21),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021-03-31,22-262,OKC,TOR,W (+10),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021-04-02,22-264,OKC,PHO,L (-37),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021-04-03,22-265,OKC,POR,L (-48),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021-04-05,22-267,OKC,DET,L (-24),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021-04-07,22-269,OKC,CHO,L (-11),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021-04-08,22-270,OKC,CLE,L (-27),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021-04-10,22-272,OKC,PHI,L (-24),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021-04-13,22-275,OKC,UTA,L (-10),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021-04-14,22-276,OKC,GSW,L (-38),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021-04-16,22-278,OKC,DET,L (-6),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021-04-18,22-280,OKC,TOR,L (-6),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021-04-19,22-281,OKC,WAS,L (-12),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021-04-21,22-283,OKC,IND,L (-6),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021-04-23,22-285,OKC,WAS,L (-20),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021-04-26,22-288,OKC,PHI,L (-31),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021-04-27,22-289,OKC,BOS,W (+4),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021-04-29,22-291,OKC,NOP,L (-14),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021-05-01,22-293,OKC,IND,L (-57),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021-05-02,22-294,OKC,PHO,L (-3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021-05-04,22-296,OKC,SAC,L (-4),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021-05-06,22-298,OKC,GSW,L (-21),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021-05-08,22-300,OKC,GSW,L (-39),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021-05-09,22-301,OKC,SAC,L (-28),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021-05-11,22-303,OKC,SAC,L (-16),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021-05-14,22-306,OKC,UTA,L (-16),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021-05-16,22-308,OKC,LAC,W (+5),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021-10-20,23-100,OKC,UTA,L (-21),32:40,7,17,.412,1,7,.143,3,5,.600,1,3,4,2,0,0,1,2,18,-21
2021-10-22,23-102,OKC,HOU,L (-33),26:28,6,15,.400,1,6,.167,0,0,,0,4,4,2,0,0,5,1,13,-27
2021-10-24,23-104,OKC,PHI,L (-12),38:39,9,19,.474,1,6,.167,10,12,.833,0,6,6,8,1,1,2,2,29,+1
2021-10-26,23-106,OKC,GSW,L (-8),35:43,11,19,.579,4,5,.800,4,5,.800,0,1,1,4,1,0,1,5,30,-3
2021-10-27,23-107,OKC,LAL,W (+8),37:41,7,19,.368,5,11,.455,8,10,.800,2,7,9,5,0,0,2,2,27,+2
2021-10-30,23-110,OKC,GSW,L (-21),28:41,6,15,.400,2,7,.286,1,2,.500,0,5,5,2,1,0,1,0,15,-23
2021-11-01,23-112,OKC,LAC,L (-5),39:52,11,23,.478,3,5,.600,3,3,1.000,2,5,7,2,2,1,2,4,28,-1
2021-11-04,23-115,OKC,LAL,W (+3),39:08,9,17,.529,4,7,.571,6,6,1.000,1,2,3,6,1,1,2,0,28,+14
2021-11-07,23-118,OKC,SAS,W (+5),35:52,5,16,.313,1,6,.167,3,3,1.000,0,8,8,9,1,1,3,0,14,+16
2021-11-10,23-121,OKC,NOP,W (+8),36:23,7,19,.368,2,7,.286,8,11,.727,0,7,7,5,1,2,5,2,24,+5
2021-11-12,23-123,OKC,SAC,W (+2),34:59,9,24,.375,2,8,.250,2,2,1.000,0,2,2,3,2,0,4,5,22,-8
2021-11-14,23-125,OKC,BRK,L (-24),30:25,8,14,.571,3,6,.500,4,4,1.000,0,6,6,2,1,0,3,1,23,-20
2021-11-15,23-126,OKC,MIA,L (-13),34:57,2,11,.182,1,5,.200,5,6,.833,1,2,3,5,1,0,3,3,10,-5
2021-11-17,23-128,OKC,HOU,W (+12),36:35,6,18,.333,1,8,.125,2,2,1.000,2,5,7,9,4,1,3,2,15,+17
2021-11-19,23-130,OKC,MIL,L (-7),35:58,5,20,.250,2,12,.167,5,7,.714,1,5,6,3,1,0,2,3,17,-14
2021-11-20,23-131,OKC,BOS,L (-6),34:05,4,13,.308,3,7,.429,3,5,.600,0,3,3,3,0,0,3,4,14,+2
2021-11-22,23-133,OKC,ATL,L (-12),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021-11-24,23-135,OKC,UTA,L (-6),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021-11-26,23-137,OKC,WAS,L (-2),34:24,7,16,.438,0,4,.000,1,2,.500,0,8,8,9,1,1,1,1,15,-6
2021-11-29,23-140,OKC,HOU,L (-13),33:00,9,20,.450,2,5,.400,2,6,.333,0,3,3,4,2,2,2,0,22,-12
2021-12-01,23-142,OKC,HOU,L (-4),37:39,12,26,.462,1,8,.125,14,16,.875,1,3,4,2,0,1,1,2,39,-15
2021-12-02,23-143,OKC,MEM,L (-73),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021-12-06,23-147,OKC,DET,W (+11),37:21,9,20,.450,0,2,.000,12,15,.800,0,2,2,13,0,2,3,3,30,+6
2021-12-08,23-149,OKC,TOR,W (+1),36:38,6,17,.353,2,6,.333,12,12,1.000,0,2,2,9,1,0,2,1,26,-3
2021-12-10,23-151,OKC,LAL,L (-21),30:21,5,12,.417,1,3,.333,0,1,.000,1,1,2,4,0,1,2,1,11,-16
2021-12-12,23-153,OKC,DAL,L (-19),32:48,6,15,.400,1,5,.200,5,6,.833,1,3,4,5,0,2,1,2,18,-8
2021-12-15,23-156,OKC,NOP,L (-3),36:42,10,25,.400,4,8,.500,9,9,1.000,0,5,5,1,1,1,3,3,33,-4
2021-12-18,23-159,OKC,LAC,W (+1),35:49,8,16,.500,2,5,.400,0,0,,1,2,3,6,1,0,2,5,18,+3
2021-12-20,23-161,OKC,MEM,W (+3),36:58,8,19,.421,0,5,.000,7,8,.875,1,4,5,4,3,0,1,0,23,-2
2021-12-22,23-163,OKC,DEN,W (+14),36:55,10,24,.417,0,7,.000,7,7,1.000,1,10,11,12,1,1,1,4,27,+19
2021-12-23,23-164,OKC,PHO,L (-12),38:50,10,20,.500,2,6,.333,7,7,1.000,1,4,5,7,0,1,5,1,29,-12
2021-12-26,23-167,OKC,NOP,W (+5),34:58,11,20,.550,1,5,.200,8,13,.615,2,2,4,5,1,3,1,4,31,+5
2021-12-28,23-169,OKC,SAC,L (-6),35:16,9,24,.375,1,5,.200,14,17,.824,0,5,5,5,0,0,1,4,33,+1
2021-12-29,23-170,OKC,PHO,L (-18),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021-12-31,23-172,OKC,NYK,W (+15),34:46,9,24,.375,2,7,.286,3,4,.750,0,4,4,4,2,1,4,3,23,+1
2022-01-02,23-174,OKC,DAL,L (-9),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022-01-05,23-177,OKC,MIN,L (-8),37:30,5,15,.333,2,6,.333,7,7,1.000,0,2,2,5,0,0,4,4,19,-18
2022-01-07,23-179,OKC,MIN,L (-30),28:23,4,11,.364,0,3,.000,4,5,.800,0,3,3,6,2,1,4,1,12,-13
2022-01-09,23-181,OKC,DEN,L (-4),31:29,2,14,.143,0,3,.000,4,4,1.000,2,3,5,4,1,2,1,3,8,-15
2022-01-11,23-183,OKC,WAS,L (-4),35:00,13,22,.591,1,2,.500,5,6,.833,0,3,3,8,1,0,2,4,32,-5
2022-01-13,23-185,OKC,BRK,W (+21),35:03,11,18,.611,2,5,.400,9,10,.900,2,8,10,9,1,2,5,0,33,+30
2022-01-15,23-187,OKC,CLE,L (-5),34:09,7,19,.368,0,2,.000,7,9,.778,1,3,4,7,1,2,3,4,21,-2
2022-01-17,23-189,OKC,DAL,L (-2),37:20,11,18,.611,1,4,.250,11,12,.917,0,6,6,5,2,0,2,3,34,-3
2022-01-19,23-191,OKC,SAS,L (-22),29:53,5,21,.238,0,4,.000,3,4,.750,2,1,3,7,2,0,3,2,13,-25
2022-01-21,23-193,OKC,CHO,L (-23),33:14,10,23,.435,1,3,.333,8,9,.889,2,3,5,6,1,1,1,3,29,-10
2022-01-22,23-194,OKC,CLE,L (-7),38:32,12,23,.522,3,7,.429,2,5,.400,2,7,9,6,3,1,3,5,29,-1
2022-01-24,23-196,OKC,CHI,L (-1),38:31,9,17,.529,2,5,.400,11,14,.786,0,3,3,10,3,1,3,1,31,+2
2022-01-28,23-200,OKC,IND,L (-3),17:22,4,10,.400,0,3,.000,2,6,.333,0,2,2,3,2,1,0,0,10,+10
2022-01-31,23-203,OKC,POR,W (+17),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022-02-02,23-205,OKC,DAL,W (+6),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022-02-04,23-207,OKC,POR,W (+3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022-02-05,23-208,OKC,SAC,L (-10),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022-02-07,23-210,OKC,GSW,L (-12),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022-02-09,23-212,OKC,TOR,L (-19),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022-02-11,23-214,OKC,PHI,L (-13),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022-02-12,23-215,OKC,CHI,L (-5),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022-02-14,23-217,OKC,NYK,W (+4),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022-02-16,23-219,OKC,SAS,L (-8),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022-02-24,23-227,OKC,PHO,L (-20),34:40,13,22,.591,1,5,.200,5,6,.833,1,1,2,5,0,0,6,4,32,-16
2022-02-25,23-228,OKC,IND,W (+4),38:06,13,24,.542,1,5,.200,9,12,.750,1,7,8,5,2,3,7,2,36,-5
2022-02-28,23-231,OKC,SAC,L (-21),32:52,12,16,.750,3,3,1.000,10,14,.714,1,6,7,10,3,0,5,5,37,-17
2022-03-02,23-233,OKC,DEN,W (+12),36:44,10,23,.435,3,5,.600,6,8,.750,0,7,7,5,2,1,7,2,29,+22
2022-03-04,23-235,OKC,MIN,L (-37),29:50,14,21,.667,1,3,.333,4,5,.800,1,4,5,7,1,0,5,3,33,-13
2022-03-06,23-237,OKC,UTA,L (-13),38:19,11,23,.478,0,4,.000,11,12,.917,0,7,7,8,4,1,0,4,33,-2
2022-03-08,23-239,OKC,MIL,L (-27),35:09,11,18,.611,3,3,1.000,8,12,.667,0,8,8,14,3,1,5,3,33,+4
2022-03-09,23-240,OKC,MIN,L (-30),31:17,2,15,.133,0,4,.000,4,4,1.000,0,3,3,8,1,0,4,1,8,-23
